id,default_code,name,is_storable,tracking,categ_id:id
product_template_67290,67290,"The Andrew Solutions DB5001-SP5 antenna side mount kit is for mounting Andrew antennas DB222, DB224, DB264, DB314, and DB315. This antenna mounting kit features galvanized steel construction and stainless steel hardware. The side mount kit bracket will...",TRUE,none,aak_product_data.product_category_components
product_template_67409,67409,Omni Antenna,TRUE,none,aak_product_data.product_category_components
product_template_67546,67546,"42"" H X 23"" W X 17"" D Indoor Cabinet",TRUE,none,aak_product_data.product_category_components
product_template_67641,67641,DB370 Mount Clamps..,TRUE,none,aak_product_data.product_category_components
product_template_68260,68260,UHF F/ BNC M,TRUE,none,aak_product_data.product_category_components
product_template_68433,68433,"POLYPHASER 125-1000 MHz general coverage bulkhead mnt. protector. 50,000 amps surge. <800uJ throughput energy. Power based on freq. N male on antenna port...",TRUE,none,aak_product_data.product_category_components
product_template_68460,68460,LAIRD 470-490 MHz 10.2dB gold yagi antenna. 9.2 dB gain 300 watt. Direct N female termination. Mounting hardware included. Gold anodized for long life.,TRUE,none,aak_product_data.product_category_components
product_template_68593,68593,Low Profile Antenna,TRUE,none,aak_product_data.product_category_components
product_template_68677,68677,NF Crimp - RG223/400,TRUE,none,aak_product_data.product_category_components
product_template_68860,68860,Heavy Duty Crimper..,TRUE,none,aak_product_data.product_category_components
product_template_69195,69195,Mag Mount,TRUE,none,aak_product_data.product_category_components
product_template_69293,69293,Fiberglass Antenna Mounting Kit,TRUE,none,aak_product_data.product_category_components
product_template_69382,69382,Mini UHF Barrel,TRUE,none,aak_product_data.product_category_components
product_template_69387,69387,Mirage Antenna,TRUE,none,aak_product_data.product_category_components
product_template_69818,69818,N F to UHF Female..,TRUE,none,aak_product_data.product_category_components
product_template_69907,69907,PL259 Connector,TRUE,none,aak_product_data.product_category_components
product_template_69945,69945,"24"" Wall Mount..",TRUE,none,aak_product_data.product_category_components
product_template_70072,70072,Yagi Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_70080,70080,"18"" X 2.25"" OD PIPE FOR 25G TOWER TOP SECTION",TRUE,none,aak_product_data.product_category_components
product_template_70176,70176,Low Profile Antenna - 450 mhz..,TRUE,none,aak_product_data.product_category_components
product_template_70285,70285,UHF Gain Base Station Antenna....,TRUE,none,aak_product_data.product_category_components
product_template_70337,70337,FME F crimp RG58/U,TRUE,none,aak_product_data.product_category_components
product_template_70393,70393,Cell Flex Cable..,TRUE,none,aak_product_data.product_category_components
product_template_70503,70503,RG58 Coax Cable,TRUE,none,aak_product_data.product_category_components
product_template_70924,70924,"POLYPHASER DC to 2.4 GHZ repl. gas tube lightning arrestor. Passes up to +/- 60 VDC, 10A max. Bi-directional. Bulkhead mount. N/F on both sides.",TRUE,none,aak_product_data.product_category_components
product_template_71504,71504,Universal Angle Adapter,TRUE,none,aak_product_data.product_category_components
product_template_71823,71823,Power Supply,TRUE,none,aak_product_data.product_category_components
product_template_71856,71856,Mag Mount Antenna,TRUE,none,aak_product_data.product_category_components
product_template_71998,71998,406-512 3db Exposed Dipole Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_72604,72604,RF Industries - BNC/F - SMA/F Adapter,TRUE,none,aak_product_data.product_category_components
product_template_73174,73174,300-650 4Ch Combiner,TRUE,none,aak_product_data.product_category_components
product_template_73329,73329,LMR-240MA Low Loss Flex Cable,TRUE,none,aak_product_data.product_category_components
product_template_73357,73357,Antenna,TRUE,none,aak_product_data.product_category_components
product_template_73361,73361,DB420-B,TRUE,none,aak_product_data.product_category_components
product_template_73565,73565,"RF INDUSTRIES' RFN-1002-1SI N Male connector for Belden 9913, 9914",TRUE,none,aak_product_data.product_category_components
product_template_73818,73818,Runway Wall Support,TRUE,none,aak_product_data.product_category_components
product_template_74131,74131,"1/2"" Loom 100' Roll..",TRUE,none,aak_product_data.product_category_components
product_template_74546,74546,Runway Junction Kit,TRUE,none,aak_product_data.product_category_components
product_template_74814,74814,N F Connector..,TRUE,none,aak_product_data.product_category_components
product_template_74915,74915,"PCTEL 144-174 MHz omnidirectional base station antenna. Unity gain, 250 watt. Direct UHF female termination. Includes mounting hardware.",TRUE,none,aak_product_data.product_category_components
product_template_75249,75249,ATC Fuse Holder,TRUE,none,aak_product_data.product_category_components
product_template_75644,75644,Mini UHF M to SO239 Connector..,TRUE,none,aak_product_data.product_category_components
product_template_75855,75855,Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_75862,75862,13 Piece Drill Set,TRUE,none,aak_product_data.product_category_components
product_template_75945,75945,N Female Crimp-LMR200,TRUE,none,aak_product_data.product_category_components
product_template_76219,76219,L Bracket,TRUE,none,aak_product_data.product_category_components
product_template_76282,76282,Pass Reject Duplexer,TRUE,none,aak_product_data.product_category_components
product_template_76377,76377,Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_76668,76668,Velcro Hook..,TRUE,none,aak_product_data.product_category_components
product_template_77167,77167,Mirror Mount Kit,TRUE,none,aak_product_data.product_category_components
product_template_77168,77168,#6 Str. Green Insul Wire,TRUE,none,aak_product_data.product_category_components
product_template_78529,78529,"1/2"" Loom - 100ft  Roll..",TRUE,none,aak_product_data.product_category_components
product_template_78815,78815,MB8U Vehicle Roof Mount Antenna,TRUE,none,aak_product_data.product_category_components
product_template_78861,78861,"PCTEL MFB4603 is a 3 dBd gain fiberglass omnidirectional antenna operating in the 460 - 470 MHz frequency range. This UHF omni antenna has a power input of 250 watts, is DC grounded and terminated with an N male connector at the end of a 16 inch jumper...",TRUE,none,aak_product_data.product_category_components
product_template_78875,78875,1inch 20ft Split Loom Wire Flexible Tubing..,TRUE,none,aak_product_data.product_category_components
product_template_78996,78996,VHF ANTENNA..,TRUE,none,aak_product_data.product_category_components
product_template_79242,79242,"LARSEN 806-896 MHz NMO black unity gain base loaded quarterwave antenna only Order desired NMO 3/4"" mount separately.",TRUE,none,aak_product_data.product_category_components
product_template_79280,79280,"Andrew DB630-C omni antenna operates in the frequency range 450 - 482 MHz. This unity gain UHF antenna features a rugged, durable design with a heavy duty radome for minimum tip deflection. The antenna is capable of being inverted. The antenna is termi...",TRUE,none,aak_product_data.product_category_components
product_template_79784,79784,L Bracket,TRUE,none,aak_product_data.product_category_components
product_template_80245,80245,Antenna,TRUE,none,aak_product_data.product_category_components
product_template_80271,80271,25G Adjustable House Bracket..,TRUE,none,aak_product_data.product_category_components
product_template_80421,80421,Antenna,TRUE,none,aak_product_data.product_category_components
product_template_80428,80428,N M Crimp,TRUE,none,aak_product_data.product_category_components
product_template_80458,80458,FME/M-UHF/M Adapter,TRUE,none,aak_product_data.product_category_components
product_template_80534,80534,TNC M Crimp,TRUE,none,aak_product_data.product_category_components
product_template_80559,80559,4 Line Tone Remote,TRUE,none,aak_product_data.product_category_components
product_template_80635,80635,Max G Magnetic Mount with UHF Connector.,TRUE,none,aak_product_data.product_category_components
product_template_80763,80763,"10 1/2"" Whip..LAIRD 450-470 MHz base loaded 1/2 wave 2.4 dB, 200 watts, no ground plane, black antenna with spring. Order mount separately.",TRUE,none,aak_product_data.product_category_components
product_template_81028,81028,800 MHZ Antenna,TRUE,none,aak_product_data.product_category_components
product_template_81033,81033,Scanner Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_81359,81359,MFB1563 Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_81584,81584,Mini-UHF Male/N Female,TRUE,none,aak_product_data.product_category_components
product_template_81647,81647,"Polyphaser for Lowband, Highband and UHF",TRUE,none,aak_product_data.product_category_components
product_template_81783,81783,N F to BNC M Adapter,TRUE,none,aak_product_data.product_category_components
product_template_81918,81918,"5"" Trumpet Speaker",TRUE,none,aak_product_data.product_category_components
product_template_82562,82562,Avionics Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_83032,83032,NF Connector RG58....,TRUE,none,aak_product_data.product_category_components
product_template_83159,83159,Wall Bracket..,TRUE,none,aak_product_data.product_category_components
product_template_83286,83286,Yagi Antenna,TRUE,none,aak_product_data.product_category_components
product_template_83522,83522,"Black 3/4"" Cable Clamp..",TRUE,none,aak_product_data.product_category_components
product_template_84136,84136,"5/8 Wave antenna with spring operates within the VHF frequency range, 144-174 MHz.",TRUE,none,aak_product_data.product_category_components
product_template_84145,84145,"POLYPHASER 1.5-700 MHz general coverage flange mnt. protector. 50,000 amps surge <10mJ throughput. Power rating based on frequency. UHF female conn.",TRUE,none,aak_product_data.product_category_components
product_template_84913,84913,BNC/M-RCA/F Adapter,TRUE,none,aak_product_data.product_category_components
product_template_85411,85411,450-470mhz Rack Mount Duplexer..,TRUE,none,aak_product_data.product_category_components
product_template_85472,85472,"NMO 3/4"" Mount, No Conn.",TRUE,none,aak_product_data.product_category_components
product_template_85487,85487,Rain cap NMOCAPB,TRUE,none,aak_product_data.product_category_components
product_template_85512,85512,Universal Clamp Set,TRUE,none,aak_product_data.product_category_components
product_template_85513,85513,RF Adaptor Kit..,TRUE,none,aak_product_data.product_category_components
product_template_85836,85836,450-470 Mirage II Antenna,TRUE,none,aak_product_data.product_category_components
product_template_86470,86470,Connector,TRUE,none,aak_product_data.product_category_components
product_template_86640,86640,Mini ATM Fuse Kit,TRUE,none,aak_product_data.product_category_components
product_template_86672,86672,"LMR600 1/2"" Foam Cable",TRUE,none,aak_product_data.product_category_components
product_template_86760,86760,Connector..,TRUE,none,aak_product_data.product_category_components
product_template_87168,87168,Mag Mount,TRUE,none,aak_product_data.product_category_components
product_template_87278,87278,450-470 12/25db Yagi Antenna,TRUE,none,aak_product_data.product_category_components
product_template_87330,87330,Adapter Converter Kit..,TRUE,none,aak_product_data.product_category_components
product_template_87345,87345,"1/4"" Loom",TRUE,none,aak_product_data.product_category_components
product_template_87791,87791,UHF Male LMR-400,TRUE,none,aak_product_data.product_category_components
product_template_87818,87818,BMLPV450 Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_87930,87930,"MAXRAD 450-470 MHz 5/8 wave, 200 watt, 3dB gain. No spring. Order desired Motorola type mount separately.",TRUE,none,aak_product_data.product_category_components
product_template_88028,88028,BNC Male Crimp - RG58,TRUE,none,aak_product_data.product_category_components
product_template_88229,88229,"1-1/4"" OD x 60"" Long 16g steel mast- Plain End Pipe",TRUE,none,aak_product_data.product_category_components
product_template_88463,88463,Fuse Holder 18g   - 10 Pack,TRUE,none,aak_product_data.product_category_components
product_template_88586,88586,Wattmeter W/Element N connectors,TRUE,none,aak_product_data.product_category_components
product_template_88709,88709,Antenna,TRUE,none,aak_product_data.product_category_components
product_template_88844,88844,400-480 MHZ Notch Reject Mobile Duplexer,TRUE,none,aak_product_data.product_category_components
product_template_88874,88874,DB224 Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_89263,89263,5DB Fiberglass 460-470,TRUE,none,aak_product_data.product_category_components
product_template_89584,89584,Mototrbo Hood,TRUE,none,aak_product_data.product_category_components
product_template_89695,89695,LMR200 Flex Cable,TRUE,none,aak_product_data.product_category_components
product_template_90123,90123,Andrew DB222-A exposed dipole quasi-omnidirectional antenna operates in the frequency range 150 - 158 Mhz. This VHF field adjustable dipole antenna has a maximum power input of 500 watts. A harness with N male connection is included along with the DB36...,TRUE,none,aak_product_data.product_category_components
product_template_90425,90425,Antenna,TRUE,none,aak_product_data.product_category_components
product_template_90428,90428,40-47 MHz DC grounded base loaded quarterwave antenna. 500 watts. 4 MHz bandwidth.,TRUE,none,aak_product_data.product_category_components
product_template_90762,90762,Bullet Connector..,TRUE,none,aak_product_data.product_category_components
product_template_90979,90979,"3/4"" hole stainless steel trunk Groove bracket and self tap screws",TRUE,none,aak_product_data.product_category_components
product_template_91112,91112,"#8x3/4"" Screw (box of 250)..",TRUE,none,aak_product_data.product_category_components
product_template_91538,91538,"UHF Male Crimp-RG58,RG141,LMR200",TRUE,none,aak_product_data.product_category_components
product_template_91624,91624,10' 65G Section,TRUE,none,aak_product_data.product_category_components
product_template_91743,91743,3/8 x 100 Loom..,TRUE,none,aak_product_data.product_category_components
product_template_92089,92089,"3/8"" Split Loom",TRUE,none,aak_product_data.product_category_components
product_template_92560,92560,430-450 MHZ Blk Unity 1/4,TRUE,none,aak_product_data.product_category_components
product_template_92785,92785,Laird FR450 3 dBi fiberglass omnidirectional antenna operates in the 450 - 470 MHz frequency range. This UHF omni antenna had a 12 inch lead made of Ultralink cable and terminated with an N female connector. Maximum power input is 150 watts. Mounting h...,TRUE,none,aak_product_data.product_category_components
product_template_92926,92926,MLB2700..,TRUE,none,aak_product_data.product_category_components
product_template_92951,92951,Top Section Tower,TRUE,none,aak_product_data.product_category_components
product_template_93590,93590,MCX Male Right Angle Connector..,TRUE,none,aak_product_data.product_category_components
product_template_93612,93612,Polyphaser,TRUE,none,aak_product_data.product_category_components
product_template_93622,93622,"LARSEN 406-420 MHz omnidirectional base station antenna. 4.5dB gain, 150 watt. Direct UHF female term. Includes mounting hardware.",TRUE,none,aak_product_data.product_category_components
product_template_93627,93627,Equipment Cabinet,TRUE,none,aak_product_data.product_category_components
product_template_94069,94069,DB365-SP5 Mounting clamp,TRUE,none,aak_product_data.product_category_components
product_template_94183,94183,Unity VHF Antenna..,TRUE,none,aak_product_data.product_category_components
product_template_94573,94573,3DB Base Antenna 150-156,TRUE,none,aak_product_data.product_category_components
product_template_94997,94997,N F to UHF M Connector..,TRUE,none,aak_product_data.product_category_components
product_template_95355,95355,LAIRD 806-866 MHz Phantom 3 dB low visibility white antenna. Order Motorola style mount and cable separately.,TRUE,none,aak_product_data.product_category_components
product_template_95820,95820,Mini-UHF Male for LMR240..,TRUE,none,aak_product_data.product_category_components
product_template_96508,96508,"1-1/4"" ODx120"" Long-Plain End Pipe",TRUE,none,aak_product_data.product_category_components
product_template_97169,97169,N F T Adapter,TRUE,none,aak_product_data.product_category_components
product_template_97359,97359,Polyphaser,TRUE,none,aak_product_data.product_category_components
product_template_97729,97729,Base Station Antenna Adaptor Kit,TRUE,none,aak_product_data.product_category_components
product_template_98980,98980,Spade Terminal  Blue #10..,TRUE,none,aak_product_data.product_category_components
product_template_98998,98998,Mirror Mount..,TRUE,none,aak_product_data.product_category_components
product_template_99044,99044,Antenna,TRUE,none,aak_product_data.product_category_components
product_template_99243,99243,Yagi Antenna 450-470,TRUE,none,aak_product_data.product_category_components
product_template_99931,99931,BNC Male Crimp,TRUE,none,aak_product_data.product_category_components
product_template_200148,200148,N M Connector,TRUE,none,aak_product_data.product_category_components
product_template_201208,201208,Antenna,TRUE,none,aak_product_data.product_category_components
product_template_201437,201437,Fusion 5X2.0 Omni/Ultra Thin Kit,TRUE,none,aak_product_data.product_category_components
product_template_202030,202030,Universal Barrel Cushion,TRUE,none,aak_product_data.product_category_components
product_template_202227,202227,UPS Power Module,TRUE,none,aak_product_data.product_category_components
product_template_204484,204484,Solar Kit,TRUE,none,aak_product_data.product_category_components
product_template_204755,204755,Ground Rod Clamp,TRUE,none,aak_product_data.product_category_components
product_template_204968,204968,BASE STATION MTG KIT,TRUE,none,aak_product_data.product_category_components
product_template_205932,205932,Plenum Rated Coax Cable,TRUE,none,aak_product_data.product_category_components
product_template_206015,206015,SMA to LMR240 Connector,TRUE,none,aak_product_data.product_category_components
product_template_206904,206904,"DC-4GHz, 5W, 15dB, NM-NF Attenuator",TRUE,none,aak_product_data.product_category_components
product_template_207177,207177,3/8 Thru hole NMO Mount,TRUE,none,aak_product_data.product_category_components
product_template_208991,208991,12-24 Screw..,TRUE,none,aak_product_data.product_category_components
product_template_211112,211112,"150 – 160 MHz mobile duplexer, 50 W, 70 dB isolation, 4.6 – 6 MHz separation, 1.2 dB maximum insertion loss, N Female termination",TRUE,none,aak_product_data.product_category_components
product_template_211159,211159,Fiberglass Omni Antenna,TRUE,none,aak_product_data.product_category_components
product_template_211462,211462,CriticalPoint BBU 100-240VAC,TRUE,none,aak_product_data.product_category_components
product_template_212616,212616,Power Divider,TRUE,none,aak_product_data.product_category_components
product_template_212972,212972,Crimps,TRUE,none,aak_product_data.product_category_components
product_template_213651,213651,ICT12-20 Power Supply,TRUE,none,aak_product_data.product_category_components
product_template_213861,213861,450-470MHz Phantom Elite UHF Antenna NGP,TRUE,none,aak_product_data.product_category_components
product_template_213894,213894,Power Supply,TRUE,none,aak_product_data.product_category_components
product_template_213919,213919,3' LMFR-400 N Male-N Male,TRUE,none,aak_product_data.product_category_components
product_template_215668,215668,"1/2"" ONE H CONDUIT STRAP",TRUE,none,aak_product_data.product_category_components
product_template_216193,216193,N to N F Bulkhead,TRUE,none,aak_product_data.product_category_components
product_template_216282,216282,N/M Male for LMR240,TRUE,none,aak_product_data.product_category_components
product_template_216827,216827,"Ultra Low Profile, Low Pim Indoor Ceiling Mount Antenna",TRUE,none,aak_product_data.product_category_components
product_template_217282,217282,"Outdoor Directional Yagi Ant, 450-512MHz",TRUE,none,aak_product_data.product_category_components
product_template_217370,217370,APC Backup UPS,TRUE,none,aak_product_data.product_category_components
product_template_218063,218063,25A Power Supply,TRUE,none,aak_product_data.product_category_components
product_template_218516,218516,"Mobile Duplexer....Non-cancellable, non-returnable",TRUE,none,aak_product_data.product_category_components
product_template_220087,220087,N-Male Connector,TRUE,none,aak_product_data.product_category_components
product_template_220166,220166,400-500 MHZ UHF YAGI ANTENNA,TRUE,none,aak_product_data.product_category_components
product_template_220372,220372,Tape Measure,TRUE,none,aak_product_data.product_category_components
product_template_220502,220502,"DC-4GHz, 5W, 20dB, NM-NF Attenuator",TRUE,none,aak_product_data.product_category_components
product_template_220521,220521,1/2 in Plenum Air Red Cable,TRUE,none,aak_product_data.product_category_components
product_template_222204,222204,Power Supply,TRUE,none,aak_product_data.product_category_components
