id,default_code,description,name,is_storable,tracking,categ_id:id
product_template_ksgps20702,KSGPS20702,"70A, 13.8VDC, 19"" Wide Rack-Mounted Power Supply with SmartCharger                            ","70A, 13.8VDC, 19"" Wide Rack-Mounted Power Supply with SmartCharger                            ",TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kti_2500m,KTI-2500M,System controller server</p><p>Note: One license each for AIS/SIP/G.711 installed as default,System controller server,TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kti_4m,KTI-4M,Telephone Interconnect Adaptor,Telephone Interconnect Adaptor,TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20c_lmk,KWD-20C-LMK,Location Management License for KAS-20 client,Location Management License for KAS-20 client,TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20cnt,KWD-20CNT,Repeater Multi-Site Feature</p><p>Note: Only for Multi-Site Trunking System. Required for each Trunking Repeater.,Repeater Multi-Site Feature,TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20ctr,KWD-20CTR,Repeater Trunking Feature</p><p>Note: Required for each Trunking Repeater.,Repeater Trunking Feature,TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20c_vdk,KWD-20C-VDK,Voice Dispatch License for KAS-20 client</p><p>Note: KWD-20C-VDK does not contain vocoder license. IP dispatching requires additional KWD-20C-VPK for AMBE+2 voice vocoding .,Voice Dispatch License for KAS-20 client,TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20c_vpk,KWD-20C-VPK,Voice Path License for KAS-20 client</p><p>Note: Single KWD-20C-VPK allows single stream of AMBE+2 vocoding per license. Purchase multiple licenses up to 8 for simultaneous vocoding. ,Voice Path License for KAS-20 client,TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20s_mck,KWD-20S-MCK,Server upgrade license to enable multi-client operation</p><p>Note: Single KAS-20 server software holds up to ten KAS-20 clients.,Server upgrade license to enable multi-client operation,TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20s_rsk,KWD-20S-RSK,"Server upgrade license to connect ONE additional RF system to KAS-20 (NXR-1000, NXR-5000 & Karios Tier 2 based systems)","Server upgrade license to connect ONE additional RF system to KAS-20 (NXR-1000, NXR-5000 & Karios Tier 2 based systems)",TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20s_t3k,KWD-20S-T3K,Server upgrade license to connect ONE DMR Tier 3 Trunking system to KAS-20 (Karios Tier 3 based systems),Server upgrade license to connect ONE DMR Tier 3 Trunking system to KAS-20 (Karios Tier 3 based systems),TRUE,none,aak_product_data.product_category_kenwood_components
product_template_kwd_20s_vrk,KWD-20S-VRK,Server upgrade license to enable Voice Logging and Playback</p><p>Note: Voice replay uses one KWD-20C-VPK voice path license while replaying on KAS-20 client.,Server upgrade license to enable Voice Logging and Playback,TRUE,none,aak_product_data.product_category_kenwood_components
