id,default_code,name,description,is_storable,tracking,categ_id:id
product_template_xuaae45x00102,XUAAE45X00102,VAC-921C 240 VAC Desk top rapid charger,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_chargers
product_template_aal40x501,AAL40X501,VH-150A IS Lightweight Behind-the-head VOX Headset,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_headsets_and_surveillance
product_template_aal41x501,AAL41X501,VH-150B IS Lightweight Over-the-head VOX Headset,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_headsets_and_surveillance
product_template_aal82x501,AAL82X501,MH-100 3.5MM Earpiece for RSM Audio Jack,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_headsets_and_surveillance
product_template_aal83x501,AAL83X501,MH-101A4B 1 Wire Surveillance Kit,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_headsets_and_surveillance
product_template_aal84x501,AAL84X501,MH-102A4B 2 Wire Surveillance Kit,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_headsets_and_surveillance
product_template_aal85x501,AAL85X501,MH-103A4B 3 Wire Surveillance Kit,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_headsets_and_surveillance
product_template_aae46x507,AAE46X507,MH-66A4B IP57 Submersible Speaker Microphone,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_speaker_microphones
product_template_aaf52x501,AAF52X501,MH-360S Compact Speaker Microphone,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_speaker_microphones
product_template_aaf53x501,AAF53X501,MH-450S Medium-Duty Speaker Microphone w/ Lapel Clip and 3.5mm Ear Phone Jack,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_speaker_microphones
product_template_a13960507,A13960507,MH-45B4B Noise Cancelling Speaker Microphone,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_speaker_microphones
product_template_aae46x001,AAE46X001,MH-66A7A Submersible Noise Canceling Speaker Microphone,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_speaker_microphones
product_template_aae46x002,AAE46X002,MH-66B7A Submersible Speaker Microphone with 2 Programmable Function keys and Audio Attenuator Switch.,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_speaker_microphones
product_template_aad68x501,AAD68X501,CT-106 Interface Cable fro FIF-12,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aaj23x501,AAJ23X501,FIF-12 USB Interface for PC programming,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_same,Same,Micro USB Programming Cable,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aad66x502,AAD66X502,CT-104A Interface Cable for FIF-12,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aaa26x001,AAA26X001,CT-72 Cloning Cable (Set-to-Set Clone),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aac49x002,AAC49X002,"FIF-7A Interface Board (for VX-4000 / 5500 / 6000 with FVP-25, FVP-35, F2D-8 & VTP-50 option boards) Replaces the FIF-7",,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aad67x001,AAD67X001,CT-105 FIF-12 interface cable to connect: VX-530/600/800/900 Portables also VX-5500/VX-6000 Mobiles.,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aad92x001,AAD92X001,CT-108 - PC programming cable (for use with the FIF-12 or FIF-12A USB Interface),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aae50x001,AAE50X001,CT-116 Radio to Radio Programming Cable,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aaf26x002,AAF26X002,CT-124B Firmware Cable. Requires FIF-12A.,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aaf83x001,AAF83X001,CT-127 Keyloader adapter cable for VX-P820/870 & VX-P920/970 series P25 radios with encryption option. Required CT-129 or Motorola TKN8531C.,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_t9101628,T9101628,SVC-49 Alignment Cable for FIF-12,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_xumot0001,XUMOT0001,CT-129 Keyloader interface cable for KVL-3000+. Use with either CT-127 (for portables) or CT-128 (for mobiles) for programming encryption keys into radio.,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aah77x001,AAH77X001,CT-153 Clone cable,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_xurts0008,XURTS0008,CT-27A Radio to radio cloning cable,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_t9101411,T9101411,CT-4 Programming Cable - Radio to Radio Cloning,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aaj09x001,AAJ09X001,CT-161 PROG CABLE(PORT W/ 14PIN CONN) (USE WITH FRB-6) to Accy,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aaj06x001,AAJ06X001,FRB-6 Tuning Interface (Requires Connection Cable),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aaj08x001,AAJ08X001,CT-160 Connection Cable 4-Pin Mic Jack (Use with FRB-6),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_service_tools
product_template_aaf13x501,AAF13X501,MD-12A8J Desktop Microphone,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_microphones
product_template_aae60x502,AAE60X502,MH-67A8J Standard Microphone,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_microphones
product_template_aag22x501,AAG22X501,MH-75A8J DTMF Microphone,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_microphones
product_template_aaa75x003,AAA75X003,MH-50C7A Microphone with toggle switch,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_microphones
product_template_a09260503,A09260503,MLS-100 External Speaker,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_speakers
product_template_aad49x501,AAD49X501,MLS-200 Waterproof External Speaker,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_speakers
product_template_aab26x001,AAB26X001,MMB-75 Mobile Mounting Bracket ( Supplied w/radio),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aab72x001,AAB72X001,MMB-76 Locking Mobile Mounting Bracket,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aad62x001,AAD62X001,"MMB-88 This is a mounting bracket, which is a base plate for the CNT-5000 and MLS-200. The MMB-88 mounts to a motorcycle. The CNT-5000 and MLS-200 then mount to the MMB-88, side by side.",,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aab27x011,AAB27X011,Cover plate for the Control Head (Includes mounting bracket and hardware) (RMK-4000H),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aab27x012,AAB27X012,Cover plate for the RF Deck in Remote Applications (RMK-4000B),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aac04x001,AAC04X001,CT-81 Remote Cable for RMK-4000 series (20 ft) (RF Deck to Control Head),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aac05x001,AAC05X001,CT-82 Remote Cable for RMK-4000 series (8 ft) (RF Deck to Control Head),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aae06x001,AAE06X001,E-DC-22 30 ft DC cable for VX-4000/-5500 mobiles,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aae67x001,AAE67X001,MMB-89 One-Touch Mobile Bracket,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_xuvtn0001,XUVTN0001,"CT-96PS Ignition Sense Cable for the VX-4000, VX-5500 & VX-6000 mobiles",,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_a12510002,A12510002,FP-1030A External Power Supply,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_aac96x001,AAC96X001,FP-31 POWER SUPPLY Internal power supply for the VXR-9000 rack mount repeater (50W ONLY - CANNOT BE USED w/ 100W Version),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_xuslx0001a,XUSLX0001A,SEC-1223 Desktop Switching Power Supply 120 VAC,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_l9190128,L9190128,Ferrite Snap-on Bead for microphone cable,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_l9190148,L9190148,Ferrite Snap-on Bead for control cable,,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
product_template_xucmr0003,XUCMR0003,VME-100 Board for MDC1200 Digital ANI (FIF-7 also required when being installed in VX-5500/6000),,TRUE,none,product_category_motorola_commercial_accessories_legacy_vertex_accessories_mobile_installation
